2019-09-10 09:47:09.895801	2
2019-09-10 11:30:51.253143	1
2019-09-10 12:12:06.462140	24
2019-09-10 14:07:33.809820	1
2019-09-10 15:02:30.801368	4
2019-09-13 08:16:55.828676	11
2019-09-13 08:58:50.795274	24
2019-09-13 09:31:53.696772	1
2019-09-13 11:00:28.915047	24
2019-09-13 13:10:43.290445	1
2019-09-13 13:46:22.628508	1
2019-09-16 08:50:08.206042	11
2019-09-16 09:25:48.271641	24
2019-09-16 12:04:41.260340	2
2019-09-16 12:43:25.376617	24
2019-09-16 14:01:48.862958	11
2019-09-16 15:23:54.391001	24
2019-09-17 08:23:29.771001	11
2019-09-17 09:22:49.628612	24
2019-09-17 11:49:54.349744	24
2019-09-17 12:34:54.975711	1
2019-09-17 14:25:54.847068	34
2019-09-18 08:41:28.057441	11
2019-09-18 12:00:30.198241	1
2019-09-18 13:30:57.855276	11
2019-09-18 15:44:44.239120	24
2019-09-19 08:51:24.136317	11
2019-09-19 12:00:57.602779	24
2019-09-19 13:20:47.880248	1
2019-09-19 14:59:02.688958	54
2019-09-20 08:55:21.232515	11
2019-09-20 10:34:54.275559	24
2019-09-20 11:50:29.684429	1
2019-09-20 13:31:53.549204	2
2019-09-20 15:37:20.005668	54
2019-09-23 08:54:39.906127	11
2019-09-23 11:40:00.104195	24
2019-09-23 14:10:32.293134	1
2019-09-23 16:14:39.740686	2
2019-09-24 08:44:30.844200	11
2019-09-24 10:19:16.990932	24
2019-09-24 11:37:12.408166	1
2019-09-25 09:00:51.504138	11
2019-09-25 11:55:00.861322	1
2019-09-25 14:21:29.456913	24
2019-09-26 08:50:07.307122	11
2019-09-26 11:51:58.715441	24
2019-09-26 14:00:29.397533	1
2019-09-30 08:55:58.227492	11
2019-09-30 11:52:10.479898	24
2019-09-30 13:26:29.462489	1
2019-10-01 08:57:26.607004	11
2019-10-01 11:51:41.149200	24
2019-10-01 13:54:48.570739	1
2019-10-01 16:02:05.500809	54
2019-10-02 08:42:02.578669	11
2019-10-02 10:00:00.531309	2
2019-10-02 12:00:09.078094	24
2019-10-02 13:00:50.728639	54
2019-10-02 14:09:05.746531	24
2019-10-03 08:50:30.645799	1
2019-10-03 11:50:42.255440	1
2019-10-03 13:41:55.250931	24
2019-10-07 08:29:02.857671	11
2019-10-07 10:00:28.665305	2
2019-10-07 12:00:43.850690	23
2019-10-07 13:49:59.138831	3
2019-10-07 13:00:09.039561	54
2019-10-08 09:56:34.435279	3
2019-10-08 08:40:16.369075	1
2019-10-08 12:00:29.870239	2
2019-10-09 08:51:59.263191	1
2019-10-09 10:10:10.980935	3
2019-10-09 12:00:27.213492	1
2019-10-09 12:49:18.060579	54
2019-10-10 08:46:34.147718	11
2019-10-10 12:08:11.367457	2
2019-10-10 15:00:31.644216	1
2019-10-11 09:10:53.899605	11
2019-10-14 08:40:20.139163	24
2019-10-14 12:00:45.191851	1
2019-10-15 10:27:56.002572	24
2019-10-15 12:00:05.206896	1
2019-10-15 13:00:43.665505	1
2019-10-15 13:30:54.269090	24
2019-10-15 16:27:22.815776	54
2019-10-16 08:20:16.485647	1
2019-10-16 08:55:33.573767	2
2019-10-16 12:00:52.883745	1
2019-10-16 13:26:12.739767	54
2019-10-17 08:30:22.763203	1
2019-10-17 11:56:42.758071	1
2019-10-17 13:00:51.567363	2
2019-10-17 15:30:12.293552	1
2019-10-18 09:10:37.241133	1
2019-10-18 11:55:59.661372	1
2019-10-18 13:57:45.497129	54
2019-10-21 08:30:01.995986	24
2019-10-21 12:00:40.317160	1
2019-10-21 14:29:28.536781	1
2019-10-21 15:57:25.075688	2
2019-10-22 08:30:12.752579	2
2019-10-22 10:07:10.045374	2
2019-10-22 12:00:12.319116	1
2019-10-24 10:00:51.502654	1
2019-10-24 11:43:14.866217	24
2019-10-24 15:00:43.614222	54
2019-10-25 08:27:57.118512	1
2019-10-25 10:00:01.754258	2
2019-10-25 13:03:58.809125	54
2019-10-28 08:33:59.150698	1
2019-10-28 11:40:12.920893	1
2019-10-28 12:30:47.928232	24
2019-10-28 15:33:01.976277	54
2019-10-29 08:18:01.156149	2
2019-10-29 10:00:30.606014	2
2019-10-29 12:00:19.215633	1
2019-10-29 14:35:32.809842	54
2019-10-30 08:50:07.043053	1
2019-10-30 10:02:23.514695	1
2019-10-30 11:50:35.196984	1
2019-10-30 13:43:58.945706	24
2019-10-31 08:50:08.817972	3
2019-10-31 10:00:50.680508	3
2019-10-31 12:00:22.698361	3
2019-10-31 13:59:57.133890	3
2019-11-01 08:50:21.269071	1
2019-11-01 10:09:34.152138	3
2019-11-01 12:00:21.978151	3
2019-11-01 14:09:27.237168	24
2019-11-04 08:20:31.867226	1
2019-11-04 08:50:52.391124	1
2019-11-04 12:00:27.512629	1
2019-11-04 15:56:47.814876	2
2019-11-05 08:30:21.772711	24
2019-11-05 09:52:13.313612	2
2019-11-05 12:00:44.675704	1
2019-11-05 13:55:19.200112	1
2019-11-06 08:30:31.733338	1
2019-11-06 09:55:46.797318	1
2019-11-06 12:00:54.291308	2
2019-11-06 13:50:16.846640	2
2019-11-07 08:25:17.336258	1
2019-11-07 09:50:41.395552	1
2019-11-07 12:00:33.591842	1
2019-11-07 13:51:49.665319	1
2019-11-08 08:46:04.050473	1
2019-11-08 10:00:14.244636	1
2019-11-08 10:47:08.025957	8
2019-11-18 09:00:17.576212	1
2019-11-18 10:27:35.357064	2
2019-11-18 11:50:24.883462	1
2019-11-18 13:45:52.752974	1
2019-11-18 15:30:09.529761	1
2019-11-19 08:00:44.077154	1
2019-11-19 08:38:54.418000	3
2019-11-19 11:50:13.922240	1
2019-11-19 13:15:45.845329	24
2019-11-20 08:46:04.866933	11
2019-11-20 14:18:13.624771	3
2019-11-20 11:55:38.211913	2
2019-11-21 08:55:51.591095	1
2019-11-21 11:50:22.034383	1
2019-11-21 14:57:34.518412	2
2019-11-22 08:50:38.806612	1
2019-11-22 13:05:30.325742	54
2019-11-22 15:05:32.791999	54
2019-11-25 09:00:16.311560	1
2019-11-25 11:56:47.980623	1
2019-11-25 13:51:44.115664	24
2019-11-26 08:51:27.682493	1
2019-11-26 11:50:52.051407	1
2019-11-26 13:53:13.310204	54
2019-11-26 16:12:12.565388	54
2019-11-27 08:56:07.843318	1
2019-11-27 14:43:01.853833	2
2019-11-27 11:45:44.914259	1
2019-11-27 16:35:13.122090	1
2019-11-28 08:53:58.005301	1
2019-11-28 10:11:09.888269	54
2019-11-28 11:40:05.328813	2
2019-11-28 12:00:43.183505	1
2019-11-29 09:15:07.194838	2
2019-11-29 12:00:41.340555	3
2019-11-29 14:24:57.334964	54
2019-12-02 09:00:35.283491	3
2019-12-02 11:46:52.792756	1
2019-12-02 13:00:13.223077	54
2019-12-02 16:05:25.344176	54
2019-12-03 09:15:21.112951	1
2019-12-03 11:38:38.825913	1
2019-12-03 13:13:54.373681	24
2019-12-04 09:00:29.289046	1
2019-12-04 11:40:44.066486	1
2019-12-04 14:20:54.932424	54
2019-12-04 17:00:08.371480	2
2019-12-05 08:50:08.377622	3
2019-12-05 11:40:26.223661	1
2019-12-05 13:10:34.857313	1
2019-12-06 08:50:09.955302	2
2019-12-06 12:00:21.602668	1
2019-12-06 14:30:29.970936	54
2019-12-09 08:50:13.667000	3
2019-12-09 12:45:12.217818	1
2019-12-09 14:31:16.798361	54
2019-12-10 08:05:04.892169	3
2019-12-10 10:20:32.050986	1
2019-12-10 11:50:02.993419	1
2019-12-11 08:57:05.035740	1
2019-12-11 10:40:49.400831	2
2019-12-11 11:55:08.100172	1
2019-12-12 08:58:21.358991	3
2019-12-12 11:50:29.239303	1
2019-12-12 15:30:41.481537	54
2019-12-13 09:00:30.786305	3
2019-12-13 10:36:45.317390	2
2019-12-13 11:50:35.006312	1
2019-12-16 08:58:32.588137	1
2019-12-16 09:55:15.591382	3
2019-12-16 11:45:34.045568	1
2019-12-16 14:02:52.689614	54
2019-12-17 08:40:27.244668	1
2019-12-17 10:37:52.689482	3
2019-12-17 11:40:34.234421	1
2019-12-17 13:45:35.589162	54
2019-12-17 15:50:58.245774	1
2019-12-18 09:05:54.673544	1
2019-12-18 11:30:31.772603	1
2019-12-18 11:15:05.533356	1
2019-12-18 12:51:20.350314	3
2019-12-18 15:42:50.106776	3
2019-12-19 11:00:29.517934	3
2019-12-19 11:50:05.462301	1
2019-12-20 08:50:11.135168	1
2019-12-20 11:40:10.787063	1
2019-12-20 16:10:25.099348	1
2019-12-20 13:40:02.381699	1
2020-01-03 08:45:31.001129	1
2020-01-03 10:03:06.499887	3
2020-01-03 11:50:06.708179	1
2020-01-03 15:07:50.421468	54
2020-01-06 08:40:21.045002	1
2020-01-06 10:38:13.572904	2
2020-01-06 12:09:46.240163	1
2020-01-06 15:19:03.410777	54
2020-01-07 08:45:21.603389	1
2020-01-07 11:40:37.967135	1
2020-01-07 13:13:28.170973	3
2020-01-08 09:00:09.141197	1
2020-01-08 11:40:23.854407	1
2020-01-08 13:30:44.070787	1
2020-01-09 08:40:50.500518	1
2020-01-09 10:00:03.501220	3
2020-01-09 11:45:53.747869	1
2020-01-09 14:40:22.224462	54
2020-01-10 08:45:11.669304	1
2020-01-10 11:45:52.368521	1
2020-01-10 14:40:08.341804	3
2020-01-13 08:55:52.598299	1
2020-01-13 08:30:15.455512	1
2020-01-13 11:50:47.897175	3
2020-01-13 15:30:31.959291	1
2020-01-14 10:05:34.886721	1
2020-01-14 10:55:54.439001	3
2020-01-14 12:10:53.377749	1
2020-01-14 13:30:25.595561	1
2020-01-14 15:45:59.235023	54
2020-01-15 08:55:41.086028	3
2020-01-15 12:00:11.770234	1
2020-01-16 08:52:10.078814	1
2020-01-16 11:50:04.687383	1
2020-01-16 14:28:26.145818	1
2020-01-17 08:52:46.462560	1
2020-01-20 08:00:47.319299	1
2020-01-20 09:07:08.337438	1
2020-01-20 11:50:18.651201	1
2020-01-20 13:41:16.449518	1
2020-01-21 09:00:46.893084	1
2020-01-21 11:40:56.682666	1
2020-01-21 13:00:08.191483	54
2020-01-21 15:58:12.908645	1
2020-01-22 09:30:32.044589	1
2020-01-22 11:50:44.090241	1
2020-01-22 13:40:55.873701	3
2020-01-23 08:33:59.755845	1
2020-01-23 11:50:10.767470	1
2020-01-24 08:43:09.269153	1
2020-01-27 09:00:48.229950	1
2020-01-27 11:40:56.817666	1
2020-01-28 08:30:51.200052	1
2020-01-28 09:30:01.078986	1
2020-01-28 11:45:11.542201	1
2020-01-28 16:01:43.879077	54
2020-01-30 08:41:28.657463	1
2020-01-30 11:40:25.974431	1
2020-01-30 14:37:37.713581	1
2020-01-31 08:35:46.951344	1
2020-01-31 11:37:58.518383	1
2020-01-31 12:00:15.482270	1
2020-01-31 13:23:25.972615	1
2020-02-03 08:30:16.194597	1
2020-02-03 09:55:14.403259	1
2020-02-03 11:50:30.825260	1
2020-02-04 08:40:07.729881	1
2020-02-04 11:30:18.657047	1
2020-02-04 15:15:27.785178	54
2020-02-05 08:45:06.749473	1
2020-02-05 11:45:02.404070	1
2020-02-05 13:44:22.788834	54
2020-02-05 17:02:17.226986	2
2020-02-06 09:27:45.231406	1
2020-02-06 11:45:07.825225	1
2020-02-06 13:33:56.239529	54
2020-02-07 08:49:31.512769	1
2020-02-07 11:33:16.055296	1
2020-02-07 12:00:40.455850	3
2020-02-07 15:40:07.205176	1
2020-02-10 08:50:08.593572	1
2020-02-10 11:45:24.117601	1
2020-02-11 07:10:23.902095	1
2020-02-11 08:31:32.547105	1
2020-02-11 11:35:14.845513	1
2020-02-11 14:42:23.371623	34
2020-02-12 08:00:44.842383	1
2020-02-12 10:00:56.013599	1
2020-02-12 11:40:04.359131	1
2020-02-12 15:11:57.619898	1
2020-02-14 08:29:41.849006	1
2020-02-14 11:40:05.644246	1
2020-02-14 14:09:21.206611	1
2020-02-17 08:55:38.736415	1
2020-02-17 11:50:19.431810	1
2020-02-17 13:49:48.060773	1
2020-02-17 15:15:14.480529	1
2020-02-18 09:08:07.031760	1
2020-02-19 07:45:54.318366	1
2020-02-19 09:19:06.579453	1
2020-02-19 11:50:45.394602	1
2020-02-19 16:08:08.453168	3
2020-02-20 09:17:30.294804	1
2020-02-20 11:40:29.809988	1
2020-02-20 15:24:47.742265	1
2020-02-20 17:00:19.220761	1
2020-02-21 09:00:19.262106	1
2020-02-21 11:50:41.263534	1
2020-02-21 13:15:54.619968	1
2020-02-24 08:30:03.040274	1
2020-02-24 09:25:21.454805	1
2020-02-24 11:45:46.229177	1
2020-02-24 13:10:07.306601	1
2020-02-24 16:22:33.548619	1
2020-02-25 08:30:48.322052	1
2020-02-25 08:59:05.708455	2
2020-02-25 11:49:01.360883	1
2020-02-25 15:44:33.885290	1
2020-02-26 08:57:42.304611	1
2020-02-26 11:35:09.252929	1
2020-02-26 12:58:24.652921	1
2020-02-26 13:31:56.481212	1
2020-02-27 07:35:15.085824	1
2020-02-27 08:20:35.818142	1
2020-02-27 11:45:56.841028	1
2020-02-27 13:18:28.089180	1
2020-02-28 08:56:26.022881	1
2020-02-28 11:40:37.400363	1
2020-02-28 13:21:51.491033	1
2020-03-02 09:05:06.904577	1
2020-03-02 11:50:05.043652	1
2020-03-02 14:05:04.601568	1
2020-03-03 08:50:32.106834	1
2020-03-03 11:40:45.520402	1
2020-03-03 13:23:21.357445	1
2020-03-03 15:58:20.191800	24
2020-03-04 08:59:04.642292	1
2020-03-04 11:45:16.779780	1
2020-03-04 14:30:32.273277	1
2020-03-05 08:54:11.831455	1
2020-03-05 11:48:15.067792	1
2020-03-05 13:33:07.510695	1
2020-03-06 08:30:01.611801	1
2020-03-06 08:57:18.316954	3
2020-03-06 11:30:13.060973	1
2020-03-06 12:00:54.375393	4
2020-03-06 16:19:00.600213	1
2020-03-09 08:59:10.347580	1
2020-03-09 09:55:24.123192	1
2020-03-09 11:40:02.490843	1
2020-03-09 13:55:12.779121	1
2020-03-10 08:30:05.236029	1
2020-03-10 09:28:16.888886	1
